serid,type,time
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-FpAreaCheck,1.00956
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungLeaf-FissurePreproc,1.41906
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00049
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-FpAreaCheck,0.00400
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-FpAreaCheck,0.00052
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-FpAreaCheck,0.00651
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00057
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-FpAreaCheck,0.00053
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-FpAreaCheck,0.00054
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungLeaf-FissureSegmentation-SlidingWindow,11.27167
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,1.00123
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-FpAreaCheck,0.00047
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-FpAreaCheck,1.00144
1.2.392.200036.9116.2.5.1.37.2424372387.1550792379.175844,LungLeaf-PostProcessingAndDetection,59.79400
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00059
1.2.392.200036.9116.2.5.1.37.2424372387.1550792379.175844,LungSeg-StageOneLungSegPrediction,0.28527
1.2.392.200036.9116.2.5.1.37.2424372387.1550792379.175844,LungSeg-LungSegPrediction,0.07859
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-FpAreaCheck,0.00049
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-FpAreaCheck,0.00044
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00223
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungLeaf-FissureSegmentation-PatchPrediction,14.01751
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-FpAreaCheck,0.00049
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-NoduleSegmentation,131.56897
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungLeaf-FissureSegmentation-MergeResult,0.06606
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungLeaf-FissureSegmentation,1.41906
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-DensityClassification,7.31176
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,PostProcess-MaliClassification,12.81052
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-AirwayModel,0.55159
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00046
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00048
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,Detection-2ModelPredict,70.63874
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,Detection-2ModelGetPbb,1.36573
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,Detection-Concat,0.00022
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungLeaf-FissurePreproc,3.34864
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-NoduleSegmentation,41.79210
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-DensityClassification,2.45611
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,PostProcess-MaliClassification,5.53527
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungLeaf-FissurePreproc,1.83635
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00241
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00053
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00100
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,Detection-Dbscan,49.77732
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,Detection-Relocate,0.00143
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,1.00219
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungLeaf-FissureSegmentation-SlidingWindow,12.08138
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,Detection-Dbscan,8.23120
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,Detection-Relocate,0.00166
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungLeaf-PostProcessingAndDetection,20.23927
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-AirwayModel,0.40694
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00091
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,1.00179
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungSeg-StageOneLungSegPrediction,0.19723
1.2.392.200036.9116.2.5.1.37.2424372387.1550809023.294836,LungSeg-LungSegPrediction,0.13410
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00054
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-AirwayModel,0.38758
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00044
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00059
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00048
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungLeaf-FissureSegmentation-PatchPrediction,5.34205
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungLeaf-FissureSegmentation-MergeResult,0.07578
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungLeaf-FissureSegmentation,1.83635
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00059
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00065
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00322
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00048
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00051
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00057
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00048
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00057
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00152
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungLeaf-PostProcessingAndDetection,13.53059
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungSeg-StageOneLungSegPrediction,0.11227
1.2.392.200036.9116.2.5.1.37.2424372387.1550810456.615743,LungSeg-LungSegPrediction,0.05904
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00093
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00050
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungLeaf-FissureSegmentation-SlidingWindow,37.97668
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00068
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00039
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00069
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00230
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,1.00202
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00049
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,1.00204
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00053
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00060
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,1.00133
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00043
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00070
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungLeaf-FissureSegmentation-PatchPrediction,4.78861
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungLeaf-FissureSegmentation-MergeResult,0.04640
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungLeaf-FissureSegmentation,3.34864
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00062
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00062
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-FpAreaCheck,0.00051
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00056
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00049
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00063
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-NoduleSegmentation,32.80285
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-DensityClassification,0.94890
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,PostProcess-MaliClassification,4.52206
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-FpAreaCheck,0.00050
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungLeaf-FissurePreproc,0.92487
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00049
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00052
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-NoduleSegmentation,46.92401
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-DensityClassification,0.76300
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,PostProcess-MaliClassification,3.42704
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungLeaf-FissurePreproc,3.08382
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00053
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungLeaf-FissureSegmentation-SlidingWindow,11.79383
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,1.00173
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00068
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,1.00210
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00054
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungLeaf-FissureSegmentation-PatchPrediction,4.43944
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungLeaf-FissureSegmentation-MergeResult,0.04507
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungLeaf-FissureSegmentation,0.92487
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00056
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00053
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00049
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00050
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungLeaf-FissureSegmentation-SlidingWindow,24.06280
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungLeaf-PostProcessingAndDetection,14.65994
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00046
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungSeg-StageOneLungSegPrediction,0.12347
1.2.392.200036.9116.2.5.1.37.2424372387.1550809995.331056,LungSeg-LungSegPrediction,0.05413
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-FpAreaCheck,0.00052
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungLeaf-PostProcessingAndDetection,48.72389
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00071
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungSeg-StageOneLungSegPrediction,0.16213
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-NoduleSegmentation,126.90836
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-DensityClassification,3.00851
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,PostProcess-MaliClassification,10.07719
1.2.392.200036.9116.2.5.1.37.2424372387.1550808389.790485,LungSeg-LungSegPrediction,0.13663
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00040
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00052
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungLeaf-FissurePreproc,2.58078
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00054
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungLeaf-FissureSegmentation-PatchPrediction,8.66294
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungLeaf-FissureSegmentation-MergeResult,0.07755
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungLeaf-FissureSegmentation,3.08382
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,1.00149
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00214
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungLeaf-FissureSegmentation-SlidingWindow,11.77697
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00050
1.2.392.200036.9116.2.5.1.37.2424372387.1550811775.7929,Preprocess-Cpp,81.68623
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00057
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00043
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungLeaf-FissureSegmentation-PatchPrediction,8.77233
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungLeaf-FissureSegmentation-MergeResult,0.08153
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungLeaf-FissureSegmentation,2.58078
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00055
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00048
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungLeaf-PostProcessingAndDetection,29.20516
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00055
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Preprocess-Cpp,61.47715
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungSeg-StageOneLungSegPrediction,0.12593
1.2.392.200036.9116.2.5.1.37.2424372387.1550810549.681580,LungSeg-LungSegPrediction,0.06361
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,1.00348
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00046
1.2.392.200036.9116.2.5.1.37.2424372387.1550811775.7929,Preprocess-Python,25.00807
1.2.392.200036.9116.2.5.1.37.2424372387.1550811775.7929,Detection-PrepareLoader,0.00007
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00054
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00048
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungLeaf-PostProcessingAndDetection,23.04021
1.2.392.200036.9116.2.5.1.37.2424372387.1550811775.7929,Detection-GeneratePatches,8.41205
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungSeg-StageOneLungSegPrediction,0.17080
1.2.392.200036.9116.2.5.1.37.2424372387.1550810225.534294,LungSeg-LungSegPrediction,0.11897
1.2.392.200036.9116.2.5.1.37.2424372387.1550811775.7929,Detection-SplitPatches,0.00025
1.2.392.200036.9116.2.5.1.37.2424372387.1550803369.202398,Preprocess-Cpp,141.63966
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00052
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Preprocess-Python,20.26155
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-PrepareLoader,0.00006
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-GeneratePatches,4.04769
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-SplitPatches,0.00012
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00073
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00053
1.2.392.200036.9116.2.5.1.37.2424372387.1550809794.78169,Preprocess-Cpp,67.87492
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,1.00169
1.2.392.200036.9116.2.5.1.37.2424372387.1550803369.202398,Preprocess-Python,25.52178
1.2.392.200036.9116.2.5.1.37.2424372387.1550803369.202398,Detection-PrepareLoader,0.00007
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00211
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00050
1.2.392.200036.9116.2.5.1.37.2424372387.1550803369.202398,Detection-GeneratePatches,7.58852
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,Preprocess-Cpp,7.43075
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,Preprocess-Python,0.00013
1.2.392.200036.9116.2.5.1.37.2424372387.1550803369.202398,Detection-SplitPatches,0.00020
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00061
1.2.392.200036.9116.2.5.1.37.2424372387.1550811965.666282,Preprocess-Cpp,58.99631
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00052
1.2.392.200036.9116.2.5.1.37.2424372387.1550809794.78169,Preprocess-Python,29.82323
1.2.392.200036.9116.2.5.1.37.2424372387.1550809794.78169,Detection-PrepareLoader,0.00006
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-2ModelPredict,43.58641
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-2ModelGetPbb,0.64174
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-Concat,0.00009
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-Dbscan,0.34632
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,Detection-Relocate,0.00075
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,1.00074
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,PostProcess-AirwayModel,0.67926
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,PostProcess-FpAreaCheck,0.00051
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-AirwayModel,0.33952
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-FpAreaCheck,0.00040
1.2.392.200036.9116.2.5.1.37.2424372387.1550809794.78169,Detection-GeneratePatches,11.99696
1.2.392.200036.9116.2.5.1.37.2424372387.1550809794.78169,Detection-SplitPatches,0.00023
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00127
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-FpAreaCheck,0.00114
1.2.392.200036.9116.2.5.1.37.2424372387.1550810726.132358,Preprocess-Cpp,58.90872
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-FpAreaCheck,0.00063
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,PostProcess-FpAreaCheck,0.00043
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00050
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-FpAreaCheck,0.00037
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,PostProcess-NoduleSegmentation,9.66071
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,PostProcess-DensityClassification,1.06004
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,PostProcess-MaliClassification,1.49502
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-NoduleSegmentation,7.63779
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-DensityClassification,1.47321
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,PostProcess-MaliClassification,3.13352
1.2.392.200036.9116.2.5.1.37.2424372387.1550805335.739629,LungLeaf-FissurePreproc,0.87044
1.2.392.200036.9116.2.5.1.37.2424372387.1550811878.616705,LungLeaf-FissurePreproc,1.36227
1.2.392.200036.9116.2.5.1.37.2424372387.1550799683.960461,PostProcess-FpAreaCheck,0.00056
1.2.392.200036.9116.2.5.1.37.2424372387.1550811965.666282,Preprocess-Python,31.94075
